"","CLAVE_MUNICIPIO","MUNICIPIO","CLAVE_ENTIDAD","id","x","lat","lon","nom_ent","estado_acronimo"
"2262",144,"SAYULA DE ALEMÁN",30,"SAYULA DE ALEMÁN","30 144",17.7247,-94.9459,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2263",145,"SOCONUSCO",30,"SOCONUSCO","30 145",18.00249,-94.83465,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2264",146,"SOCHIAPA",30,"SOCHIAPA","30 146",19.17321,-96.92232,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2265",147,"SOLEDAD ATZOMPA",30,"SOLEDAD ATZOMPA","30 147",18.7069,-97.18624,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2266",148,"SOLEDAD DE DOBLADO",30,"SOLEDAD DE DOBLADO","30 148",19.04892,-96.45318,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2267",149,"SOTEAPAN",30,"SOTEAPAN","30 149",18.23698,-94.9008,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2268",150,"TAMALÍN",30,"TAMALÍN","30 150",21.51528,-97.63773,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2269",151,"TAMIAHUA",30,"TAMIAHUA","30 151",21.32399,-97.49647,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2270",152,"TAMPICO ALTO",30,"TAMPICO ALTO","30 152",21.93618,-97.77842,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2271",153,"TANCOCO",30,"TANCOCO","30 153",21.26297,-97.77894,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2272",154,"TANTIMA",30,"TANTIMA","30 154",21.42696,-97.75595,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2273",155,"TANTOYUCA",30,"TANTOYUCA","30 155",21.38897,-98.17126,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2274",156,"TATATILA",30,"TATATILA","30 156",19.71157,-97.08419,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2275",157,"CASTILLO DE TEAYO",30,"CASTILLO DE TEAYO","30 157",20.73194,-97.66909,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2276",158,"TECOLUTLA",30,"TECOLUTLA","30 158",20.38558,-97.02528,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2277",159,"TEHUIPANGO",30,"TEHUIPANGO","30 159",18.52987,-97.05242,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2278",160,"ÁLAMO TEMAPACHE",30,"ÁLAMO TEMAPACHE","30 160",20.97115,-97.71021,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2279",161,"TEMPOAL",30,"TEMPOAL","30 161",21.56885,-98.38161,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2280",162,"TENAMPA",30,"TENAMPA","30 162",19.2603,-96.84099,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2281",163,"TENOCHTITLÁN",30,"TENOCHTITLÁN","30 163",19.81451,-96.93921,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2282",164,"TEOCELO",30,"TEOCELO","30 164",19.3738,-96.94157,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2283",165,"TEPATLAXCO",30,"TEPATLAXCO","30 165",19.04498,-96.85321,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2284",166,"TEPETLÁN",30,"TEPETLÁN","30 166",19.66861,-96.7733,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2285",167,"TEPETZINTLA",30,"TEPETZINTLA","30 167",21.14866,-97.86306,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2286",168,"TEQUILA",30,"TEQUILA","30 168",18.7368,-97.04434,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2287",169,"JOSÉ AZUETA",30,"JOSÉ AZUETA","30 169",18.11412,-95.70209,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2288",170,"TEXCATEPEC",30,"TEXCATEPEC","30 170",20.62421,-98.30879,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2289",171,"TEXHUACÁN",30,"TEXHUACÁN","30 171",18.619,-97.03206,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2290",172,"TEXISTEPEC",30,"TEXISTEPEC","30 172",17.78549,-94.79705,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2291",173,"TEZONAPA",30,"TEZONAPA","30 173",18.57975,-96.77611,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2292",174,"TIERRA BLANCA",30,"TIERRA BLANCA","30 174",18.54983,-96.28645,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2293",175,"TIHUATLÁN",30,"TIHUATLÁN","30 175",20.6604,-97.5302,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2294",176,"TLACOJALPAN",30,"TLACOJALPAN","30 176",18.19606,-95.94649,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2295",177,"TLACOLULAN",30,"TLACOLULAN","30 177",19.70186,-97.00468,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2296",178,"TLACOTALPAN",30,"TLACOTALPAN","30 178",18.5337,-95.62298,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2297",179,"TLACOTEPEC DE MEJÍA",30,"TLACOTEPEC DE MEJÍA","30 179",19.18329,-96.78128,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2298",180,"TLACHICHILCO",30,"TLACHICHILCO","30 180",20.61155,-98.18534,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2299",181,"TLALIXCOYAN",30,"TLALIXCOYAN","30 181",18.75498,-96.16952,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2300",182,"TLALNELHUAYOCAN",30,"TLALNELHUAYOCAN","30 182",19.54111,-96.98304,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2301",183,"TLAPACOYAN",30,"TLAPACOYAN","30 183",20.02357,-97.17443,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2302",184,"TLAQUILPA",30,"TLAQUILPA","30 184",18.60941,-97.10487,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2303",185,"TLILAPAN",30,"TLILAPAN","30 185",18.7944,-97.07733,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2304",186,"TOMATLÁN",30,"TOMATLÁN","30 186",19.02186,-96.99685,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2305",187,"TONAYÁN",30,"TONAYÁN","30 187",19.72353,-96.92141,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2306",188,"TOTUTLA",30,"TOTUTLA","30 188",19.22619,-96.89706,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2307",189,"TUXPAN",30,"TUXPAN","30 189",20.93479,-97.41179,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2308",190,"TUXTILLA",30,"TUXTILLA","30 190",18.1879,-95.88014,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2309",191,"URSULO GALVÁN",30,"URSULO GALVÁN","30 191",19.43762,-96.38778,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2310",192,"VEGA DE ALATORRE",30,"VEGA DE ALATORRE","30 192",19.97684,-96.63426,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2311",193,"VERACRUZ",30,"VERACRUZ","30 193",19.18583,-96.22167,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2312",194,"VILLA ALDAMA",30,"VILLA ALDAMA","30 194",19.65195,-97.20293,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2313",195,"XOXOCOTLA",30,"XOXOCOTLA","30 195",18.63267,-97.16358,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2314",196,"YANGA",30,"YANGA","30 196",18.82647,-96.79964,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2315",197,"YECUATLA",30,"YECUATLA","30 197",19.84817,-96.77342,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2316",198,"ZACUALPAN",30,"ZACUALPAN","30 198",20.49544,-98.34407,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2317",199,"ZARAGOZA",30,"ZARAGOZA","30 199",17.95048,-94.63868,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2318",200,"ZENTLA",30,"ZENTLA","30 200",19.06717,-96.73383,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2319",201,"ZONGOLICA",30,"ZONGOLICA","30 201",18.64926,-96.92549,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2320",202,"ZONTECOMATLÁN DE LÓPEZ Y FUENTES",30,"ZONTECOMATLÁN DE LÓPEZ Y FUENTES","30 202",20.73433,-98.30312,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2321",203,"ZOZOCOLCO DE HIDALGO",30,"ZOZOCOLCO DE HIDALGO","30 203",20.13394,-97.55857,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2322",204,"AGUA DULCE",30,"AGUA DULCE","30 204",18.08487,-94.16076,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2323",205,"EL HIGO",30,"EL HIGO","30 205",21.74927,-98.41892,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2324",206,"NANCHITAL DE LÁZARO CÁRDENAS DEL RÍO",30,"NANCHITAL DE LÁZARO CÁRDENAS DEL RÍO","30 206",18.06277,-94.39136,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2325",207,"TRES VALLES",30,"TRES VALLES","30 207",18.30277,-96.1685,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2326",208,"CARLOS A. CARRILLO",30,"CARLOS A. CARRILLO","30 208",18.32703,-95.71895,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2327",209,"TATAHUICAPAN DE JUÁREZ",30,"TATAHUICAPAN DE JUÁREZ","30 209",18.36833,-94.78737,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2328",210,"UXPANAPA",30,"UXPANAPA","30 210",17.27687,-94.35586,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2329",211,"SAN RAFAEL",30,"SAN RAFAEL","30 211",20.21729,-96.91522,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2330",212,"SANTIAGO SOCHIAPAN",30,"SANTIAGO SOCHIAPAN","30 212",17.6251,-95.66494,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2331",999,"NO ESPECIFICADO",30,"NO ESPECIFICADO","30 999",NA,NA,"VERACRUZ DE IGNACIO DE LA LLAVE","VZ"
"2332",1,"ABALÁ",31,"ABALÁ","31 1",20.6552,-89.65038,"YUCATÁN","YN"
"2333",2,"ACANCEH",31,"ACANCEH","31 2",20.82449,-89.44744,"YUCATÁN","YN"
"2334",3,"AKIL",31,"AKIL","31 3",20.26206,-89.34838,"YUCATÁN","YN"
"2335",4,"BACA",31,"BACA","31 4",21.13446,-89.39941,"YUCATÁN","YN"
"2336",5,"BOKOBÁ",31,"BOKOBÁ","31 5",21.00051,-89.17564,"YUCATÁN","YN"
"2337",6,"BUCTZOTZ",31,"BUCTZOTZ","31 6",21.22177,-88.64962,"YUCATÁN","YN"
